k,count,prob
1,61,0.0198374
2,40,0.0130081
3,36,0.0117073
4,26,0.00845528
5,33,0.0107317
6,22,0.00715447
7,34,0.0110569
8,25,0.00813008
9,24,0.00780488
10,25,0.00813008
11,19,0.00617886
12,21,0.00682927
13,27,0.00878049
14,24,0.00780488
15,23,0.00747967
16,11,0.00357724
17,22,0.00715447
18,20,0.00650407
19,15,0.00487805
20,22,0.00715447
21,20,0.00650407
22,18,0.00585366
23,17,0.00552846
24,21,0.00682927
25,15,0.00487805
26,19,0.00617886
27,11,0.00357724
28,22,0.00715447
29,13,0.00422764
30,13,0.00422764
31,21,0.00682927
32,14,0.00455285
33,19,0.00617886
34,15,0.00487805
35,10,0.00325203
36,23,0.00747967
37,28,0.00910569
38,15,0.00487805
39,31,0.0100813
40,11,0.00357724
41,22,0.00715447
42,27,0.00878049
43,25,0.00813008
44,12,0.00390244
45,22,0.00715447
46,16,0.00520325
47,25,0.00813008
48,23,0.00747967
49,17,0.00552846
50,20,0.00650407
51,21,0.00682927
52,13,0.00422764
53,28,0.00910569
54,28,0.00910569
55,22,0.00715447
56,27,0.00878049
57,23,0.00747967
58,16,0.00520325
59,26,0.00845528
60,9,0.00292683
61,24,0.00780488
62,21,0.00682927
63,15,0.00487805
64,25,0.00813008
65,21,0.00682927
66,26,0.00845528
67,21,0.00682927
68,21,0.00682927
69,18,0.00585366
70,21,0.00682927
71,23,0.00747967
72,19,0.00617886
73,25,0.00813008
74,15,0.00487805
75,21,0.00682927
76,27,0.00878049
77,16,0.00520325
78,26,0.00845528
79,26,0.00845528
80,15,0.00487805
81,26,0.00845528
82,15,0.00487805
83,26,0.00845528
84,16,0.00520325
85,14,0.00455285
86,16,0.00520325
87,19,0.00617886
88,25,0.00813008
89,20,0.00650407
90,14,0.00455285
91,18,0.00585366
92,14,0.00455285
93,18,0.00585366
94,17,0.00552846
95,23,0.00747967
96,23,0.00747967
97,19,0.00617886
98,25,0.00813008
99,18,0.00585366
100,12,0.00390244
101,21,0.00682927
102,15,0.00487805
103,16,0.00520325
104,19,0.00617886
105,11,0.00357724
106,23,0.00747967
107,4,0.00130081
108,15,0.00487805
109,14,0.00455285
110,16,0.00520325
111,10,0.00325203
112,15,0.00487805
113,12,0.00390244
114,12,0.00390244
115,14,0.00455285
116,16,0.00520325
117,9,0.00292683
118,12,0.00390244
119,11,0.00357724
120,16,0.00520325
121,12,0.00390244
122,8,0.00260163
123,12,0.00390244
124,6,0.00195122
125,12,0.00390244
126,10,0.00325203
127,9,0.00292683
128,15,0.00487805
129,12,0.00390244
130,14,0.00455285
131,13,0.00422764
132,16,0.00520325
133,10,0.00325203
134,8,0.00260163
135,17,0.00552846
136,8,0.00260163
137,11,0.00357724
138,8,0.00260163
139,5,0.00162602
140,12,0.00390244
141,8,0.00260163
142,10,0.00325203
143,7,0.00227642
144,8,0.00260163
145,8,0.00260163
146,12,0.00390244
147,9,0.00292683
148,6,0.00195122
149,10,0.00325203
150,8,0.00260163
151,6,0.00195122
152,8,0.00260163
153,9,0.00292683
154,7,0.00227642
155,8,0.00260163
156,7,0.00227642
157,6,0.00195122
158,5,0.00162602
159,8,0.00260163
160,5,0.00162602
161,2,0.000650407
162,7,0.00227642
163,3,0.00097561
164,3,0.00097561
